"id","name","identifier","address","maps","date_joined","date_created","date_updated"
"1","050NicolasRomero","50","Fernando Montes de Oca No. 2 col Nicolas Romero, Estado de México cp 54405",NULL,"2024-07-30","2024-07-30 18:45:38.078302+00","2024-07-30 18:38:59.763227+00"
"2","072Tultepec","72","Av. Venustiano Carranza S/N col Barrio de San Martin, Estado de México cp 54960",NULL,"2024-07-30","2024-07-30 18:45:38.263514+00","2024-07-30 18:41:03.399544+00"
"3","144Tepotzotlan","144","Av. Lopez Mateos N° 17 col Barrio San Martin, Estado de México cp 54600",NULL,"2024-07-30","2024-07-30 18:45:38.450561+00","2024-07-30 18:41:03.776285+00"
"4","152Teoloyucan","152","Reforma N° 25 Entre Pino Y Matamoros col Barrio de Tlatilco, Estado de México cp 54770",NULL,"2024-07-30","2024-07-30 18:45:38.638642+00","2024-07-30 18:41:04.159779+00"
"5","155JardinesDeLaHda","155","Cuauhtemoc N° 19, entre Jardines de la Hacienda 2da Cerrada de Bugambilia col San Juan Atlamica, Estado de México cp 54729",NULL,"2024-07-30","2024-07-30 18:45:38.825514+00","2024-07-30 18:41:04.534842+00"
"6","161Hueuetoca","161","Sor Juana Ines de la Cruz s/n col Centro de Huehuetoca, Estado de México cp 54680",NULL,"2024-07-30","2024-07-30 18:45:39.012451+00","2024-07-30 18:41:04.910887+00"
"7","176NicolasRomero2","176","Javier Mina No. 1 col Nicolás Romero, Estado de México cp 54409",NULL,"2024-07-30","2024-07-30 18:45:39.200894+00","2024-07-30 18:41:05.286157+00"
"8","194NicolasRomero3","194","Mariano Escobedo No. 64 col Zaragoza, Estado de México cp 54457",NULL,"2024-07-30","2024-07-30 18:45:39.388215+00","2024-07-30 18:41:05.660904+00"
"9","214Tepotzotlan2","214","Josefa Ortiz de Dominguez s/n (entre Leona Vicario y Profra. Maria Dolores) col Ricardo Flores Magón, Estado de México cp 54607",NULL,"2024-07-30","2024-07-30 18:45:39.577209+00","2024-07-30 18:41:06.037289+00"
"10","228Tepotzotlan3","228","Av. Adolfo Lopez Mateos s/n col Ricardo Flores Magón, Estado de México cp 54607",NULL,"2024-07-30","2024-07-30 18:45:39.764515+00","2024-07-30 18:41:06.41341+00"
"11","231ElTrafico","231","Emiliano Zapata s/n entre Jacarandas y Pinos col El Tráfico, Estado de México cp 54435",NULL,"2024-07-30","2024-07-30 18:45:39.952191+00","2024-07-30 18:41:06.788421+00"
"12","236NicolasRomero4","236","Av. Nicolas Romero s/n  esq. Fernando Montes de Oca col Centro, Estado de México cp 54400",NULL,"2024-07-30","2024-07-30 18:45:40.145598+00","2024-07-30 18:41:07.163055+00"
"13","247Teoloyucan2","247","Av. Miguel Hidalgo s/n col Teoloyucan Centro, Estado de México cp 54770",NULL,"2024-07-30","2024-07-30 18:45:40.327253+00","2024-07-30 18:41:07.539315+00"
"14","321Aculco","321","Av. Mariano Abasolo s/n entre Macario Pérez y Cerrada de Abasolo col Centro, Estado de México cp 50360",NULL,"2024-07-30","2024-07-30 18:45:40.514764+00","2024-07-30 18:41:07.91435+00"
"15","334NicolasRomero6","334","20 de Noviembre No. 35 col Santa Anita, Estado de México cp 56378",NULL,"2024-07-30","2024-07-30 18:45:40.702525+00","2024-07-30 18:41:08.288987+00"
"16","344HGO Mixquiahuala","344","Plazuela Hidalgo S/N col Centro, Hidalgo cp 56388",NULL,"2024-07-30","2024-07-30 18:45:40.892524+00","2024-07-30 18:41:08.665249+00"
"17","372Cuautitlan","372","Av. Ahuehuetes Esquina Eucaliptos s/n col Los Morales, Estado de México cp 54800",NULL,"2024-07-30","2024-07-30 18:45:41.078887+00","2024-07-30 18:41:09.040193+00"
"18","378ElTrafico2","378","Emiliano Zapata s/n col El Trafico, Estado de México cp 54435",NULL,"2024-07-30","2024-07-30 18:45:41.268059+00","2024-07-30 18:41:09.415697+00"
"19","401CIzcalli","401","Calle Morelos s/n col San Jose Huilango, Estado de México cp 54710",NULL,"2024-07-30","2024-07-30 18:45:41.455819+00","2024-07-30 18:41:09.790153+00"
"20","409Atlamica","409","Av. Adolfo López Mateos No. 38 col San Juan Atlamica, Estado de México cp 54729",NULL,"2024-07-30","2024-07-30 18:45:41.643338+00","2024-07-30 18:41:10.16503+00"
"21","470HGO Ixmiquilpan","470","Avenida Juárez 27 col Centro, Hidalgo cp 42300",NULL,"2024-07-30","2024-07-30 18:45:41.832469+00","2024-07-30 18:41:10.540504+00"
"22","482HGOTecozautla","482","Av. Fray Juan de Sanabria 21-b col Centro, Hidalgo cp 42440",NULL,"2024-07-30","2024-07-30 18:45:42.020406+00","2024-07-30 18:41:10.915328+00"
"23","486VilladelCarbon","486","Avenida Juarez No. 12 col Centro Villa del Carbon, Estado de México cp 54314",NULL,"2024-07-30","2024-07-30 18:45:42.207126+00","2024-07-30 18:41:11.290506+00"
"24","501HGO Huichapan","501","Antonio Magos 1 col Centro, Hidalgo cp 42400",NULL,"2024-07-30","2024-07-30 18:45:42.394653+00","2024-07-30 18:41:11.667966+00"
"25","503HGOTepejidelRio","503","Nardo No. 6 col El Eden, Hidalgo cp 42854",NULL,"2024-07-30","2024-07-30 18:45:42.582694+00","2024-07-30 18:41:12.042394+00"
"26","505HGO Tezontepec de Aldama","505","Insurgentes 5 col Centro, Hidalgo cp 42760",NULL,"2024-07-30","2024-07-30 18:45:42.769759+00","2024-07-30 18:41:12.416572+00"
"27","520MelchorOcampo","520","Plaza Juarez No. 72 col Centro, Estado de México cp 54880",NULL,"2024-07-30","2024-07-30 18:45:42.958063+00","2024-07-30 18:41:12.794286+00"
"28","528SantaTeresaVI","528","Madrid S/N col Santa Teresa VI, Estado de México cp 54680",NULL,"2024-07-30","2024-07-30 18:45:43.146314+00","2024-07-30 18:41:13.169368+00"
"29","558HaciendaXalpa","558","Supermanzana 6 Mz 26 Lt 12 y 13 SN col Del Desarrollo Social Progresivo denominado Ex-Hacienda Xalpa, Estado de México cp 54683",NULL,"2024-07-30","2024-07-30 18:45:43.333955+00","2024-07-30 18:41:13.543858+00"
"30","559Coyotepec","559","Avenida Constitucion ESQ Juan Escutia col Centro, Estado de México cp 54660",NULL,"2024-07-30","2024-07-30 18:45:43.521536+00","2024-07-30 18:41:13.919005+00"
"31","578Acambay","578","Allende No. 10 col Centro, Estado de México cp 50300",NULL,"2024-07-30","2024-07-30 18:45:43.708983+00","2024-07-30 18:41:14.295428+00"
"32","581HGO Zimapan","581","5 de Mayo S/N col Centro, Hidalgo cp 42330",NULL,"2024-07-30","2024-07-30 18:45:43.895798+00","2024-07-30 18:41:14.670551+00"
"33","593HGO Tlahuelilpan","593","San Francisco Número 31 col Centro, Hidalgo cp 42780",NULL,"2024-07-30","2024-07-30 18:45:44.084635+00","2024-07-30 18:41:15.04523+00"
"34","610NicolasRCentro","610","Av. Hidalgo 13 col Hidalgo 1 secccion, Estado de México cp 54434",NULL,"2024-07-30","2024-07-30 18:45:44.273545+00","2024-07-30 18:41:15.422658+00"
"35","627Jilotepec","627","Calle Andres Molina Enriquez # 105 col Centro, Estado de México cp 54240",NULL,"2024-07-30","2024-07-30 18:45:44.460416+00","2024-07-30 18:41:15.797226+00"
"36","654Amaranto","654","Calle Amaranto Lt. 5 Mz. 123 col Santa Teresa III, Estado de México cp 54695",NULL,"2024-07-30","2024-07-30 18:45:44.64841+00","2024-07-30 18:41:16.172635+00"
"37","662TlazaladeFabela","662","Carretera Monte Alto s/n col Aurora Tlazala de Fabela, Estado de México cp 54480",NULL,"2024-07-30","2024-07-30 18:45:44.83615+00","2024-07-30 18:41:16.548673+00"
"38","687Coyotepec2","687","Domingo Castro No 130 col Barrio San Juan, Estado de México cp 54667",NULL,"2024-07-30","2024-07-30 18:45:45.023163+00","2024-07-30 18:41:16.923573+00"
"39","688AculcoCasaCultura","688","Calle Manuel del Mazo No 2 col Centro, Estado de México cp 50360",NULL,"2024-07-30","2024-07-30 18:45:45.210115+00","2024-07-30 18:41:17.299176+00"
"40","715HGO Mixquiahuala 2","715","16 de Septiembre col Centro, Hidalgo cp 42700",NULL,"2024-07-30","2024-07-30 18:45:45.397994+00","2024-07-30 18:41:17.674151+00"
"41","716ElRosario","716","Av. 16 de Septiembre No.14 col Col. El Rosario, Estado de México cp 54710",NULL,"2024-07-30","2024-07-30 18:45:45.58639+00","2024-07-30 18:41:18.050307+00"
"42","736NicolasRomero7","736","Av. Benito Juarez No. 90 col Benito Juarez, Estado de México cp 53740",NULL,"2024-07-30","2024-07-30 18:45:45.774987+00","2024-07-30 18:41:18.425336+00"
"43","754HGOTepejideOcampo","754","Melchor Ocampo S/N col El Eden, Hidalgo cp 42854",NULL,"2024-07-30","2024-07-30 18:45:45.962345+00","2024-07-30 18:41:18.800858+00"
"44","766HGOAlfajayucan","766","Morelos No 7 col Col. Centro, Hidalgo cp 42390",NULL,"2024-07-30","2024-07-30 18:45:46.14993+00","2024-07-30 18:41:19.180714+00"
"45","780AuroraCuautitlan","780","Av. Villadel Carbon col Ejido San Jose Huilango, Estado de México cp 42850",NULL,"2024-07-30","2024-07-30 18:45:46.329361+00","2024-07-30 18:41:19.557116+00"
"46","782SantaTeresa4","782","Paseo del Gavilan S/N Lot. 4 col Fracc.Santa Teresa 4, Estado de México cp 4970",NULL,"2024-07-30","2024-07-30 18:45:46.510581+00","2024-07-30 18:41:19.931685+00"
"47","793HGO Progreso","793","Emiliano Zapata 16 col Centro, Hidalgo cp 42730",NULL,"2024-07-30","2024-07-30 18:45:46.698515+00","2024-07-30 18:41:20.30876+00"
"48","803HuehuetocaCalvari","803","Calle el Calvario S/N col Centro de Huehuetoca, Estado de México cp 54680",NULL,"2024-07-30","2024-07-30 18:45:46.885836+00","2024-07-30 18:41:20.684591+00"
"49","816StaCruzMonte","816","Av. Lumbreras  S/N col Ejidal Santa Cruz del Monte, Estado de México cp 54930",NULL,"2024-07-30","2024-07-30 18:45:47.07405+00","2024-07-30 18:41:21.068153+00"
"50","833Cuautitlan3","833","Av 20 de Noviembre Mz 86 Lt 39 col Ejido El Socorro, Estado de México cp 54714",NULL,"2024-07-30","2024-07-30 18:45:47.261185+00","2024-07-30 18:41:21.44323+00"
"51","844Teoloyucan3","844","Calle 5 de Mayo S/N col Barrio Cuaxoxoca, Estado de México cp 54770",NULL,"2024-07-30","2024-07-30 18:45:47.44914+00","2024-07-30 18:41:21.818815+00"
"52","852HGOTulaCentro","852","Calle Melchor Ocampo No. 5 col Colonia Centro, Estado de México cp 42800",NULL,"2024-07-30","2024-07-30 18:45:47.636105+00","2024-07-30 18:41:22.192235+00"
"53","860JoyasCuautitlan","860","Blvd La Joya Sur Mz 20 Lt 45A col Fracc Joyas Cuautitlan, Estado de México cp 54803",NULL,"2024-07-30","2024-07-30 18:45:47.824833+00","2024-07-30 18:41:22.564416+00"
"54","876Tepojaco","876","Calle Zapata y 5 de Mayo col San Francisco Tepojaco, Estado de México cp 54745",NULL,"2024-07-30","2024-07-30 18:45:48.011924+00","2024-07-30 18:41:22.940602+00"
"55","908Teoloyucan4","908","Independencia sn col Santo Tomas, Estado de México cp 54770",NULL,"2024-07-30","2024-07-30 18:45:48.199713+00","2024-07-30 18:41:23.31541+00"
"56","910Tepotzotlan4","910","Adolfo Lopez Mateos sn col Barrio San Martin, Estado de México cp 54600",NULL,"2024-07-30","2024-07-30 18:45:48.38793+00","2024-07-30 18:41:23.690982+00"
"57","913SantaRosaIzcalli","913","Av Santa Rosa Mz 37 Lt 18 col Santa Rosa de Lima, Estado de México cp 54740",NULL,"2024-07-30","2024-07-30 18:45:48.575373+00","2024-07-30 18:41:24.064916+00"
"58","930Cuautitlan4","930","Carrillo Puerto sn col El Huerto, Estado de México cp 54807",NULL,"2024-07-30","2024-07-30 18:45:48.762677+00","2024-07-30 18:41:24.442284+00"
"59","951Polotitlan","951","Calle 16 de Septiembre No 15 col Col. Centro, Estado de México cp 54200",NULL,"2024-07-30","2024-07-30 18:45:48.950026+00","2024-07-30 18:41:24.817315+00"
"60","991MercadoLibre","991","Alijadores no. 5 col Parque Industrial Xhala, Estado de México cp 54714",NULL,"2024-07-30","2024-07-30 18:45:49.139198+00","2024-07-30 18:41:25.192136+00"
"61","1102Coyotepec3","1102","Av Sor Juana Ines de la Cruz S/N col Santiago, Estado de México cp 54660",NULL,"2024-07-30","2024-07-30 18:45:49.327419+00","2024-07-30 18:41:25.569746+00"
"62","1119HGOBicentenario","1119","Privada Abedul area C II A Numero Exterior 105 col Paseos de la Pradera, Hidalgo cp 42995",NULL,"2024-07-30","2024-07-30 18:45:49.514055+00","2024-07-30 18:41:25.943388+00"
"63","1176SanMateo","1176","Paseo Lecorbusier col San Mateo, Estado de México cp 54830",NULL,"2024-07-30","2024-07-30 18:45:49.702171+00","2024-07-30 18:41:26.318865+00"
"64","1205HGONopala","1205","Vicente Villagran 25-1B col Centro, Hidalgo cp 42470",NULL,"2024-07-30","2024-07-30 18:45:49.888847+00","2024-07-30 18:41:26.69643+00"
"65","1223HGOChapantongo","1223","Valentin Santiago col S/N, Hidalgo cp 42900",NULL,"2024-07-30","2024-07-30 18:45:50.076859+00","2024-07-30 18:41:27.070894+00"
"66","1232SantaMaCahuacan","1232","Av. Hidalgo no. 2 col Cahuacan, Estado de México cp 54434",NULL,"2024-07-30","2024-07-30 18:45:50.26534+00","2024-07-30 18:41:27.44539+00"
"67","1233HGO Ixmiquilpan 2","1233","Cecilio Ramirez Número 12 col Barrio de San Antonio, Hidalgo cp 42302",NULL,"2024-07-30","2024-07-30 18:45:50.452931+00","2024-07-30 18:41:27.819892+00"
"68","1236Soyaniquilpan","1236","Carr. San Francisco Soyaniquilpan- Méx S/N col Centro, Estado de México cp 54280",NULL,"2024-07-30","2024-07-30 18:45:50.640655+00","2024-07-30 18:41:28.197308+00"
"69","1239HGO Chilcuatla","1239","Plaza Juárez Número 13 col Centro, Hidalgo cp 42750",NULL,"2024-07-30","2024-07-30 18:45:50.827895+00","2024-07-30 18:41:28.573763+00"
"70","1285PortalalSol","1285","El Potrero Ejido de Huehuetoca S/N col BO. Salitrillo, Estado de México cp 54680",NULL,"2024-07-30","2024-07-30 18:45:51.015858+00","2024-07-30 18:41:28.952841+00"
"71","1286HGOTepetitlan","1286","5 de Mayo no. 10 col Centro, Hidalgo cp 42920",NULL,"2024-07-30","2024-07-30 18:45:51.202833+00","2024-07-30 18:41:29.332107+00"
"72","1317HGOTecozautla2","1317","Fraccionamiento Endejhe S/N col Barrio Morelos Norte, Hidalgo cp 42440",NULL,"2024-07-30","2024-07-30 18:45:51.391093+00","2024-07-30 18:41:29.707247+00"
"73","1318HGOBicentenario2","1318","Privada Pronus S/N, Lt. C-II, Mz. XLVIII,Comunidad col Paseos de la Pradera, Hidalgo cp 42990",NULL,"2024-07-30","2024-07-30 18:45:51.579763+00","2024-07-30 18:41:30.081923+00"
"74","1320HgoTula2","1320","Colegio Militar S/N col Centro, Hidalgo cp 42800",NULL,"2024-07-30","2024-07-30 18:45:51.768032+00","2024-07-30 18:41:30.457334+00"
"75","1359Temascalcingo","1359","Jose Maria Velasco No.11 col Centro, Estado de México cp 50400",NULL,"2024-07-30","2024-07-30 18:45:51.955081+00","2024-07-30 18:41:30.834096+00"
"76","1373Libertad","1373","Av. Lerdo de Tejada Lotes 20,21 y 22, Mz.1, S/N col Libertad, Estado de México cp 54407",NULL,"2024-07-30","2024-07-30 18:45:52.142049+00","2024-07-30 18:41:31.208922+00"
"77","1386SanLuisAyucan","1386","Agua Blanca S/N col San Luis ayucan, Estado de México cp 54570",NULL,"2024-07-30","2024-07-30 18:45:52.33001+00","2024-07-30 18:41:31.585036+00"
"78","1389HGO Tasquillo","1389","Belisario Domínguez S/N col Barrio Calvario Bajo, Hidalgo cp 42380",NULL,"2024-07-30","2024-07-30 18:45:52.517612+00","2024-07-30 18:41:31.960327+00"
"79","1393NicolasRomero9","1393","Av. Adolfo Lopez Mateos S/N col Vicente Guerrero Primera Seccion, Estado de México cp 54424",NULL,"2024-07-30","2024-07-30 18:45:52.704315+00","2024-07-30 18:41:32.33431+00"
"80","1422Tepotzotlan5","1422","Calle 18 de Marzo col Santiago Cuautlalpan, Estado de México cp 54650",NULL,"2024-07-30","2024-07-30 18:45:52.885522+00","2024-07-30 18:41:32.710703+00"
"81","1454 22DeFebrero","1454","Prolongacion Emiliano Zapata S/N col 22 de Febrero, Estado de México cp 54435",NULL,"2024-07-30","2024-07-30 18:45:53.064966+00","2024-07-30 18:41:33.085557+00"
"82","1456Sta Teresa 3","1456","Paseo del Mango S/N col Santa Teresa III, Estado de México cp 54694",NULL,"2024-07-30","2024-07-30 18:45:53.249376+00","2024-07-30 18:41:33.462336+00"
"83","1464LomasdeCuautitlan","1464","San Felipe de Jesus S/N LT. 19 y 20 MZ 120 col Lomas de San Francisco Tepojaco, Estado de México cp 54720",NULL,"2024-07-30","2024-07-30 18:45:53.43793+00","2024-07-30 18:41:33.837122+00"
"84","1503HGO Tula 3","1503","5 de Mayo No 102 col Barrio Alto, Hidalgo cp 42800",NULL,"2024-07-30","2024-07-30 18:45:53.625233+00","2024-07-30 18:41:34.211807+00"
"85","1504NicolasRomero10","1504","Prolongacion Guillermo Prieto No.3 col Juarez Centro, Estado de México cp 54400",NULL,"2024-07-30","2024-07-30 18:45:53.812614+00","2024-07-30 18:41:34.588282+00"
"86","1512HGO Tula Galaxias","1512","El Carmen No. Ext. 0 col San Marcos 2da Seccion, Hidalgo cp 42831",NULL,"2024-07-30","2024-07-30 18:45:54.000192+00","2024-07-30 18:41:34.963254+00"
"87","1555Tepojaco 3","1555","Av. Morelos S/N, Lt. 7 y 9, Mz. 28 Zona 1 col San Francisco Tepojaco, Estado de México cp 54745",NULL,"2024-07-30","2024-07-30 18:45:54.187282+00","2024-07-30 18:41:35.33854+00"
"88","1571Aculco 3","1571","Av. Miguel Hidalgo No.27 col Centro, Estado de México cp 50360",NULL,"2024-07-30","2024-07-30 18:45:54.376476+00","2024-07-30 18:41:35.715132+00"
"89","1573TultepecCentro2","1573","Allende no. 22 col San Juan Tultepec, Estado de México cp 54965",NULL,"2024-07-30","2024-07-30 18:45:54.565409+00","2024-07-30 18:41:36.089857+00"
"90","1574Huichapan 2","1574","Benito Juárez No. 9 col Centro Historico, Hidalgo cp 42400",NULL,"2024-07-30","2024-07-30 18:45:54.752221+00","2024-07-30 18:41:36.46509+00"
"91","1575VilladelRey","1575","Av. Paseo del Rey Mz.23 Lt.35A col Urbi Villa del Rey, Estado de México cp 54693",NULL,"2024-07-30","2024-07-30 18:45:54.939416+00","2024-07-30 18:41:36.840228+00"
"92","1576Alfajayucan2","1576","Dr. Higinio G Perez 2 col Centro, Hidalgo cp 42390",NULL,"2024-07-30","2024-07-30 18:45:55.126345+00","2024-07-30 18:41:37.224683+00"
"93","1580HGO Zimapan 2","1580","Jesus Garcia 6 col Centro, Hidalgo cp 42330",NULL,"2024-07-30","2024-07-30 18:45:55.314185+00","2024-07-30 18:41:37.60012+00"
"94","1592ElDorado","1592","Av. Aztecas Mz. 2 Lt.3 col El Dorado Huehuetoca V, Estado de México cp 54696",NULL,"2024-07-30","2024-07-30 18:45:55.502104+00","2024-07-30 18:41:37.975265+00"
"95","1594Teoloyucan 5","1594","Av. Morelia 12A col Zimapan, Estado de México cp 54770",NULL,"2024-07-30","2024-07-30 18:45:55.690363+00","2024-07-30 18:41:38.351501+00"
"96","1606SanMarcos2","1606","Av. Insurgentes col San Marcos, Hidalgo cp 42830",NULL,"2024-07-30","2024-07-30 18:45:55.877981+00","2024-07-30 18:41:38.727077+00"
"97","1632TLC Tultepec","1632","Av. Toluca No. 11 col Rancho San Joaquin, Estado de México cp 54963",NULL,"2024-07-30","2024-07-30 18:45:56.065905+00","2024-07-30 18:41:39.101562+00"
"98","1633HGO Mixquiahuala 3","1633","Avenida Reforma Número 12 col Sexta Demarcación, Hidalgo cp 42700",NULL,"2024-07-30","2024-07-30 18:45:56.253407+00","2024-07-30 18:41:39.476977+00"
"99","1683Chapa de Mota","1683","Av. Ignacio Zaragoza S/N col Centro, Estado de México cp 54350",NULL,"2024-07-30","2024-07-30 18:45:56.440337+00","2024-07-30 18:41:39.853764+00"
"100","1684 2 de Marzo","1684","Libramiento 2 de Marzo s/n col El Quemado, Estado de México cp 54963",NULL,"2024-07-30","2024-07-30 18:45:56.628225+00","2024-07-30 18:41:40.228165+00"
"101","1708Villa Carbon 2","1708","Villa del  Carbon-Jilotepec S/N col San Jeronimo Zacapexco, Estado de México cp 54310",NULL,"2024-07-30","2024-07-30 18:45:56.817389+00","2024-07-30 18:41:40.603568+00"
"102","1748La Toscana","1748","Parcela 136 Z-2 P 1/1 Num. Ext. 0 col Praderas del Potrero (Ejido de Conejos), Hidalgo cp 42995",NULL,"2024-07-30","2024-07-30 18:45:57.004855+00","2024-07-30 18:41:40.981956+00"
"103","1753Tultepec 2","1753","Mirasoles No. 11 Esq. Camelias col Jardínes de Sta Cruz, Estado de México cp 54965",NULL,"2024-07-30","2024-07-30 18:45:57.192465+00","2024-07-30 18:41:41.350096+00"
"104","1755Polotitlan 2","1755","Abasolo y Guerrero No. 11 col Polotitlan de la Ilustración, Estado de México cp 54200",NULL,"2024-07-30","2024-07-30 18:45:57.379771+00","2024-07-30 18:41:41.734843+00"
"105","1770HGO Presas","1770","Avenida Juárez Número 112 A col Presas, Hidalgo cp 42760",NULL,"2024-07-30","2024-07-30 18:45:57.567834+00","2024-07-30 18:41:42.110104+00"
"106","1778Melchor Ocampo 2","1778","Boulevard Totoltopec s/n col Revolucionaria, Estado de México cp 54449",NULL,"2024-07-30","2024-07-30 18:45:57.754773+00","2024-07-30 18:41:42.493725+00"
"107","1779El Vidrio","1779","Morelos S/N col San Jose el Vidrio, Estado de México cp 54449",NULL,"2024-07-30","2024-07-30 18:45:57.941842+00","2024-07-30 18:41:42.869263+00"
"108","1786Sta Elena","1786","Av. Teyahualco no. 588 MZ1 LTE 2, LOCAL 1A,2A,3A,4A,5A,6A,7A col Fracc Real de San Fernando, Estado de México cp 54850",NULL,"2024-07-30","2024-07-30 18:45:58.130161+00","2024-07-30 18:41:43.245758+00"
"109","1787HGO Tula 4","1787","Hidalgo no. 206 col Centro, Hidalgo cp 42800",NULL,"2024-07-30","2024-07-30 18:45:58.319314+00","2024-07-30 18:41:43.621086+00"
"110","1788Jilotepec 2","1788","Hidalgo S/N col Centro, Estado de México cp 54240",NULL,"2024-07-30","2024-07-30 18:45:58.506372+00","2024-07-30 18:41:43.995936+00"
"111","1836Teoloyucan 6","1836","Av. Reforma S/N col Bo. Aculco, Estado de México cp 54786",NULL,"2024-07-30","2024-07-30 18:45:58.694217+00","2024-07-30 18:41:44.372279+00"
"112","1837HGO Progreso 2","1837","Ferrocarril Sur S/N col , Hidalgo cp 42730",NULL,"2024-07-30","2024-07-30 18:45:58.881222+00","2024-07-30 18:41:44.747078+00"
"113","1838Jilotepec 3","1838","Andres Molina Enriquez S/N col Jilotepec de Molina Enriquez, Estado de México cp 54240",NULL,"2024-07-30","2024-07-30 18:45:59.068882+00","2024-07-30 18:41:45.122165+00"
"114","1866Huehuetoca 3","1866","Av. Benito Juárez S/N col Cabecera Municipal Huehuetoca, Estado de México cp 54680",NULL,"2024-07-30","2024-07-30 18:45:59.256603+00","2024-07-30 18:41:45.498587+00"
"115","1879Cuautitlan Claustros","1879","Arcangel San Miguel Esq. Camino a Axotlan MZ 9 A Fusion LT 4,5,6 col Claustros de San Miguel, Estado de México cp 54719",NULL,"2024-07-30","2024-07-30 18:45:59.445698+00","2024-07-30 18:41:45.874099+00"
"116","1886Temascalcingo 3","1886","Av. Alfredo del Mazo no. 242 col Temascalcingo de José María Velasco, Estado de México cp 50400",NULL,"2024-07-30","2024-07-30 18:45:59.633132+00","2024-07-30 18:41:46.248643+00"
"117","1978Canalejas","1978","Av. Independencia S/N col Villas de Canalejas, Estado de México cp 54260",NULL,"2024-07-30","2024-07-30 18:45:59.820535+00","2024-07-30 18:41:46.623614+00"
"118","1979Acambay 3","1979","Carretera Panamericana col Centro, Estado de México cp 50300",NULL,"2024-07-30","2024-07-30 18:46:00.00727+00","2024-07-30 18:41:46.999844+00"
"119","1980Huehuetoca 4","1980","Calle Jorge Jímenez Cantu S/N col Cabecera Municipal Huehuetoca, Estado de México cp 54680",NULL,"2024-07-30","2024-07-30 18:46:00.195892+00","2024-07-30 18:41:47.375397+00"
"120","1999HGO Tlahuelilpan 2","1999","Silvestre Padilla S/N col Centro, Hidalgo cp 42780",NULL,"2024-07-30","2024-07-30 18:46:00.383134+00","2024-07-30 18:41:47.74969+00"
"121","2002Progreso Industrial","2002","Carretera a Progreso Industrial S/N col Nicolas Romero, Estado de México cp 54467",NULL,"2024-07-30","2024-07-30 18:46:00.571028+00","2024-07-30 18:41:48.12744+00"
"122","2004Citara","2004","Paseo de Las Américas MZ 89 Lt1 col CITARA Ciudad Integral Tercera Etapa, Estado de México cp 54680",NULL,"2024-07-30","2024-07-30 18:46:00.75947+00","2024-07-30 18:41:48.502118+00"
"123","2041Cuautitlan 5","2041","Carretera Cuautitlan Melchor Ocampo S/N Zona 1 Mz 46 Lte 15 col Lazaro Cardenas, Estado de México cp 54870",NULL,"2024-07-30","2024-07-30 18:46:00.947173+00","2024-07-30 18:41:48.876884+00"
"124","2042Arroyo Zarco","2042","Carretera Aculco/El Rosal S/N col Arroyo Zarco, Estado de México cp 50373",NULL,"2024-07-30","2024-07-30 18:46:01.134233+00","2024-07-30 18:41:49.254287+00"
"125","2086Cuautitlan 6","2086","Av. 16 de Septiembre No. 323 col Necapan, Estado de México cp 54800",NULL,"2024-07-30","2024-07-30 18:46:01.321898+00","2024-07-30 18:41:49.628583+00"
"126","2111Teoloyucan 7","2111","5 de Mayo no 5 col Tepanquiahuac, Estado de México cp 54770",NULL,"2024-07-30","2024-07-30 18:46:01.509642+00","2024-07-30 18:41:50.003831+00"
"127","2118HGO Zimapan 3","2118","Plaza 5 de Mayo S/N col Centro, Hidalgo cp 42330",NULL,"2024-07-30","2024-07-30 18:46:01.697539+00","2024-07-30 18:41:50.377946+00"
"128","2148El Teñhe","2148","Javier Rojo Gómez col Teñhe, Hidalgo cp 42728",NULL,"2024-07-30","2024-07-30 18:46:01.885071+00","2024-07-30 18:41:50.75555+00"
"129","2188Teoloyucan 8","2188","Av. Zumpango S/N col Santa Cruz, Estado de México cp 54783",NULL,"2024-07-30","2024-07-30 18:46:02.073935+00","2024-07-30 18:41:51.130352+00"
"130","2189Timilpan","2189","Juan Aldama S/N col San Andres Timilpan, Estado de México cp 50500",NULL,"2024-07-30","2024-07-30 18:46:02.261597+00","2024-07-30 18:41:51.504623+00"
"131","2201HGO El Cardonal","2201","Calle del Rosal S/N col Centro, Hidalgo cp 42370",NULL,"2024-07-30","2024-07-30 18:46:02.448808+00","2024-07-30 18:41:51.880774+00"
"132","2256Coyotepec 4","2256","Francisco Villa col San Juan Caltenco, Estado de México cp 54668",NULL,"2024-07-30","2024-07-30 18:46:02.636889+00","2024-07-30 18:41:52.257045+00"
"133","2332HGO Ixmiquilpan 3","2332","Mezquite S/N col El Fithzi, Hidalgo cp 42303",NULL,"2024-07-30","2024-07-30 18:46:02.824046+00","2024-07-30 18:41:52.631335+00"
"134","2334Tultepec Centro 3","2334","Calle Independencia 12-4 col San Antonio El Cuadro, Estado de México cp 54960",NULL,"2024-07-30","2024-07-30 18:46:02.997659+00","2024-07-30 18:41:53.007048+00"
"135","2350HGO Real Castilla","2350","P. Castilla col El Pedregal, Hidalgo cp 42994",NULL,"2024-07-30","2024-07-30 18:46:03.177877+00","2024-07-30 18:41:53.37805+00"
"136","2391Nicolas Romero 16","2391","Av. Nicolas Romero No. 14 col Centro, Estado de México cp 54400",NULL,"2024-07-30","2024-07-30 18:46:03.365793+00","2024-07-30 18:41:53.754916+00"
